plant_id,source,source_record_id,scientific_name_in_master,resolution_status
PLANT-0837,NMPB,392,Eucalyptus citriodora Hook.,NMPB_ONLY
PLANT-0838,BSI,692,Eucalyptus globulus Labill.,MATCHED
PLANT-0838,NMPB,393,Eucalyptus globulus Labill.,MATCHED
PLANT-0839,NMPB,394,Eulaliopsis binata (Retz.) C.E.Hubb.,NMPB_ONLY
PLANT-0840,NMPB,395,Eulophia campestris Wall. ex Lindl.,NMPB_ONLY
PLANT-0841,BSI,693,Eulophia epidendraea C.E.C.Fisch.,BSI_ONLY
PLANT-0842,BSI,694,Eulophia herbacea Lindl.,BSI_ONLY
PLANT-0843,BSI,695,Eulophia nuda Lindl.,BSI_ONLY
PLANT-0844,BSI,696,Euonymus tingens Wall. ex Roxb.,BSI_ONLY
PLANT-0845,BSI,705,Euphorbia antiquorum L.,MATCHED
PLANT-0845,NMPB,396,Euphorbia antiquorum L.,MATCHED
PLANT-0846,BSI,706,Euphorbia dracunculoides Lam.,BSI_ONLY
PLANT-0847,BSI,707,Euphorbia fusiformis Buch.-Ham. ex D. Don,BSI_ONLY
PLANT-0848,BSI,708,Euphorbia granulata Forsk.,BSI_ONLY
PLANT-0849,BSI,709,Euphorbia helioscopia L.,BSI_ONLY
PLANT-0850,BSI,710,Euphorbia hirta L.,MATCHED
PLANT-0850,NMPB,397,Euphorbia hirta L.,MATCHED
PLANT-0851,BSI,711,Euphorbia hypericifolia L.,BSI_ONLY
PLANT-0852,BSI,697,Euphorbia microphylla B.Heyne ex Roth,BSI_ONLY
PLANT-0853,BSI,698,Euphorbia neriifolia L.,MATCHED
PLANT-0853,NMPB,398,Euphorbia neriifolia L.,MATCHED
PLANT-0854,BSI,699,Euphorbia nivulea Buch.-Ham.,BSI_ONLY
PLANT-0855,NMPB,399,Euphorbia nivulia Buch.-Ham.,NMPB_ONLY
PLANT-0856,BSI,700,Euphorbia pilosa L.,BSI_ONLY
PLANT-0857,BSI,701,Euphorbia rosea Retz.,BSI_ONLY
PLANT-0858,BSI,702,Euphorbia royleana Boiss.,BSI_ONLY
PLANT-0859,BSI,713,Euphorbia thomsoniana Boiss.,BSI_ONLY
PLANT-0860,BSI,703,Euphorbia thymifolia L.,MATCHED
PLANT-0860,NMPB,400,Euphorbia thymifolia L.,MATCHED
PLANT-0861,BSI,704,Euphorbia tirucalli L.,MATCHED
PLANT-0861,NMPB,401,Euphorbia tirucalli L.,MATCHED
PLANT-0862,NMPB,402,Euphorbia tortilis Rottler ex Ainslie,NMPB_ONLY
PLANT-0863,BSI,714,Euphrasia officinalis L.,BSI_ONLY
PLANT-0864,BSI,715,Euploca strigosa (Willd.) Diane & Hilger,BSI_ONLY
PLANT-0865,BSI,716,Euryale ferox Salisb.,MATCHED
PLANT-0865,NMPB,403,Euryale ferox Salisb.,MATCHED
PLANT-0866,BSI,717,Eurycoma longifolia Jack,BSI_ONLY
PLANT-0867,BSI,718,Evodia lunu-ankenda (Gaertn.) Merr.,BSI_ONLY
PLANT-0868,BSI,719,Evolvulus alsinoides (L.) L.,MATCHED
PLANT-0868,NMPB,404,Evolvulus alsinoides (L.) L.,MATCHED
PLANT-0869,BSI,720,Exacum bicolor Roxb.,BSI_ONLY
PLANT-0870,BSI,721,Exacum pedunculatum L.,BSI_ONLY
PLANT-0871,BSI,722,Exacum tetragonum Roxb.,BSI_ONLY
PLANT-0872,BSI,723,Excoecaria acerifolia Didr.,BSI_ONLY
PLANT-0873,BSI,724,Excoecaria agallocha L.,MATCHED
PLANT-0873,NMPB,405,Excoecaria agallocha L.,MATCHED
PLANT-0874,BSI,725,Fagonia cretica L.,MATCHED
PLANT-0874,NMPB,406,Fagonia cretica L.,MATCHED
PLANT-0875,BSI,726,Fagopyrum dibotrys (D. Don) Hara,BSI_ONLY
PLANT-0876,BSI,727,Fagopyrum esculentum Moench.,BSI_ONLY
PLANT-0877,BSI,728,Fagopyrum tataricum (L.) Gaertn.,BSI_ONLY
PLANT-0878,BSI,729,Fagraea racemosa Jack,BSI_ONLY
PLANT-0879,BSI,730,Farsetia hamiltonii Royle,BSI_ONLY
PLANT-0880,BSI,731,Farsetia jacquemontii Hook.f. & Thomson,BSI_ONLY
PLANT-0881,BSI,732,Ferula asa-foetida L.,BSI_ONLY
PLANT-0882,NMPB,407,Ferula assa-foetida L.,NMPB_ONLY
PLANT-0883,NMPB,408,Ferula foetida (Bunge) Regel.,NMPB_ONLY
PLANT-0884,BSI,733,Ferula galbaniflua Boiss. ex Buhse,BSI_ONLY
PLANT-0885,BSI,734,Ferula jaeschkeana Vatke,MATCHED
PLANT-0885,NMPB,409,Ferula jaeschkeana Vatke,MATCHED
PLANT-0886,BSI,735,Ferula narthex Boiss.,MATCHED
PLANT-0886,NMPB,410,Ferula narthex Boiss.,MATCHED
PLANT-0887,BSI,736,Ficus amplissima Sm.,BSI_ONLY
PLANT-0888,BSI,737,Ficus arnottiana (Miq.) Miq.,MATCHED
PLANT-0888,NMPB,411,Ficus arnottiana (Miq.) Miq.,MATCHED
PLANT-0889,BSI,738,Ficus benghalensis L.,MATCHED
PLANT-0889,NMPB,412,Ficus benghalensis L.,MATCHED
PLANT-0890,BSI,739,Ficus benjamina L.,BSI_ONLY
PLANT-0891,BSI,740,Ficus carica L.,MATCHED
PLANT-0891,NMPB,413,Ficus carica L.,MATCHED
PLANT-0892,BSI,741,Ficus dalhousiae Miq.,BSI_ONLY
PLANT-0893,BSI,742,Ficus exasperata Vahl,BSI_ONLY
PLANT-0894,BSI,743,Ficus fistulosa Reinw.,BSI_ONLY
PLANT-0895,NMPB,414,Ficus gibbosa Blume,NMPB_ONLY
PLANT-0896,BSI,744,Ficus heterophylla L.f.,BSI_ONLY
PLANT-0897,BSI,745,Ficus hispida L.f.,BSI_ONLY
PLANT-0898,BSI,746,Ficus microcarpa L.f.,BSI_ONLY
PLANT-0899,NMPB,415,Ficus mollis Vahl,NMPB_ONLY
PLANT-0900,BSI,747,Ficus palmata Forsk.,BSI_ONLY
PLANT-0901,BSI,748,Ficus racemosa L.,MATCHED
PLANT-0901,NMPB,416,Ficus racemosa L.,MATCHED
PLANT-0902,BSI,749,Ficus religiosa L.,MATCHED
PLANT-0902,NMPB,417,Ficus religiosa L.,MATCHED
PLANT-0903,BSI,750,Ficus ribes Reinw. ex Blume,BSI_ONLY
PLANT-0904,BSI,751,Ficus rumphii Blume,BSI_ONLY
PLANT-0905,BSI,752,Ficus semicordata Buch.-Ham. ex Sm.,BSI_ONLY
PLANT-0906,BSI,753,Ficus talbotii King,BSI_ONLY
PLANT-0907,BSI,754,Ficus tinctoria G.Forst.,BSI_ONLY
PLANT-0908,NMPB,418,Ficus tsiela Roxb. ex Buch.-Ham.,NMPB_ONLY
PLANT-0909,NMPB,419,Ficus tsjakela Burm.f.,NMPB_ONLY
PLANT-0910,BSI,755,Ficus virens Aiton,BSI_ONLY
PLANT-0911,BSI,756,Fimbristylis falcata (Vahl) Kunth,BSI_ONLY
PLANT-0912,BSI,757,Flacourtia indica (Burm.f.) Merr.,MATCHED
PLANT-0912,NMPB,420,Flacourtia indica (Burm.f.) Merr.,MATCHED
PLANT-0913,BSI,758,Flacourtia jangomas (Lour.) Raeusch.,MATCHED
PLANT-0913,NMPB,421,Flacourtia jangomas (Lour.) Raeusch.,MATCHED
PLANT-0914,BSI,759,Flagellaria indica L.,BSI_ONLY
PLANT-0915,BSI,760,Flemingia chappar Buch.-Ham. ex Benth.,MATCHED
PLANT-0915,NMPB,422,Flemingia chappar Buch.-Ham. ex Benth.,MATCHED
PLANT-0916,NMPB,423,Flemingia grahamiana Wight & Arn.,NMPB_ONLY
PLANT-0917,BSI,761,Flemingia macrophylla (Willd.) Prain ex Merill.,MATCHED
PLANT-0917,NMPB,424,Flemingia macrophylla (Willd.) Prain ex Merill.,MATCHED
PLANT-0918,BSI,762,Flemingia nana Roxb.,BSI_ONLY
PLANT-0919,NMPB,425,Flemingia semialata Roxb. ex,NMPB_ONLY
PLANT-0920,BSI,763,Flemingia strobilifera (L.) W.T.Aiton,BSI_ONLY
PLANT-0921,BSI,764,Flemingia tuberosa Dalzell,BSI_ONLY
PLANT-0922,NMPB,426,Flickingeria fugax (Rchb.f.) Seidenf.,NMPB_ONLY
PLANT-0923,NMPB,427,Flickingeria macraei (Lindl.) Seidenf.; [ = Ephemerantha macraei (Lindl.),NMPB_ONLY
PLANT-0924,NMPB,428,Flickingeria nodosa (Dalz.) Seidenf.; [= Dendrobium macraei,NMPB_ONLY
PLANT-0925,NMPB,429,Flueggea microcarpa Blume,NMPB_ONLY
PLANT-0926,BSI,765,Foeniculum vulgare Mill.,MATCHED
PLANT-0926,NMPB,430,Foeniculum vulgare Mill.,MATCHED
PLANT-0927,BSI,766,Frankenia pulverulenta L.,BSI_ONLY
PLANT-0928,BSI,767,Fraxinus floribunda Wall. ex Roxb.,BSI_ONLY
PLANT-0929,BSI,768,Fraxinus hookeri Wenz.,BSI_ONLY
PLANT-0930,BSI,769,Fraxinus ornus L.,BSI_ONLY
PLANT-0931,BSI,770,Fritillaria cirrhosa D.Don,BSI_ONLY
PLANT-0932,BSI,771,Fritillaria imperialis L.,BSI_ONLY
PLANT-0933,NMPB,431,Fritillaria roylei Hook.,NMPB_ONLY
PLANT-0934,BSI,772,Fucus vesiculosus L.,BSI_ONLY
PLANT-0935,BSI,773,Fumaria indica (Hausskn.) Pugsley,MATCHED
PLANT-0935,NMPB,432,Fumaria indica (Hausskn.) Pugsley,MATCHED
PLANT-0936,NMPB,433,Fumaria officinalis L.,NMPB_ONLY
PLANT-0937,BSI,774,Fumaria parviflora Lam.,BSI_ONLY
PLANT-0938,BSI,775,Galeopsis tetrahit L.,BSI_ONLY
PLANT-0939,BSI,776,Galium aparine L.,BSI_ONLY
PLANT-0940,BSI,777,Galium elegans Wall.,BSI_ONLY
PLANT-0941,BSI,778,Galium verum L.,BSI_ONLY
PLANT-0942,BSI,779,Garcinia cambogia (Gaertn.) Desr.,BSI_ONLY
PLANT-0943,BSI,780,Garcinia cowa Roxb.,BSI_ONLY
PLANT-0944,NMPB,434,Garcinia gummi-gutta (L.) N.Robson; [ = G. cambogia (Gaertn.) Desr.],NMPB_ONLY
PLANT-0945,BSI,781,Garcinia indica (Dupetit- Thouars) Chois.,MATCHED
PLANT-0945,NMPB,435,Garcinia indica (Dupetit- Thouars) Chois.,MATCHED
PLANT-0946,BSI,782,Garcinia mangostana L.,BSI_ONLY
PLANT-0947,BSI,783,Garcinia morella (Gaertn.) Desr.,MATCHED
PLANT-0947,NMPB,436,Garcinia morella (Gaertn.) Desr.,MATCHED
PLANT-0948,BSI,784,Garcinia pedunculata Roxb.,MATCHED
PLANT-0948,NMPB,437,Garcinia pedunculata Roxb.,MATCHED
PLANT-0949,BSI,785,Garcinia tinctoria (DC.) W.Wight,BSI_ONLY
PLANT-0950,BSI,786,Gardenia campanulata Roxb.,BSI_ONLY
PLANT-0951,BSI,787,Gardenia gummifera L.f.,MATCHED
PLANT-0951,NMPB,438,Gardenia gummifera L.f.,MATCHED
PLANT-0952,BSI,788,Gardenia jasminoides J.Ellis,BSI_ONLY
PLANT-0953,BSI,789,Gardenia resinifera Roth,MATCHED
PLANT-0953,NMPB,439,Gardenia resinifera Roth,MATCHED
PLANT-0954,BSI,790,Gardenia turgida Roxb.,BSI_ONLY
PLANT-0955,BSI,791,Garuga pinnata Roxb.,MATCHED
PLANT-0955,NMPB,440,Garuga pinnata Roxb.,MATCHED
PLANT-0956,BSI,792,Gaultheria fragrantissima Wall.,BSI_ONLY
PLANT-0957,BSI,793,Gelonium multiflorum A.Juss.,BSI_ONLY
PLANT-0958,NMPB,441,Gentiana kurroo Royle,NMPB_ONLY
PLANT-0959,NMPB,442,Geophila reniformis D.Don; [ = G. repens (L.) I.M.Johnst],NMPB_ONLY
PLANT-0960,BSI,794,Geranium lucidum L.,BSI_ONLY
PLANT-0961,BSI,795,Geranium mascatense Boiss.,BSI_ONLY
PLANT-0962,BSI,796,Geranium molle L.,BSI_ONLY
PLANT-0963,BSI,797,Geranium nepalense L.,BSI_ONLY
PLANT-0964,BSI,799,Geranium pusillum Burm.f.,BSI_ONLY
PLANT-0965,BSI,800,Geranium robertianum L.,BSI_ONLY
PLANT-0966,BSI,801,Geranium rotundifolium L.,BSI_ONLY
PLANT-0967,BSI,802,Geranium wallichianum D.Don ex Sweet,BSI_ONLY
PLANT-0968,BSI,803,Gerbera piloselloides (L.) Cass.,BSI_ONLY
PLANT-0969,BSI,804,Geum elatum Wall. ex. G.Don,BSI_ONLY
PLANT-0970,BSI,805,Girardinia diversifolia (Link.) Friis,BSI_ONLY
PLANT-0971,NMPB,443,Girardinia heterophylla Decne.; [ = G. diversifolia (Link) Friis],NMPB_ONLY
PLANT-0972,BSI,806,Gironniera cuspidata (Blume) Planch. ex Kurz,BSI_ONLY
PLANT-0973,BSI,807,Gisekia pharmaceoides L.,BSI_ONLY
PLANT-0974,NMPB,444,Givotia rottleriformis Griff. ex Wight,NMPB_ONLY
PLANT-0975,BSI,808,Gleditsia triacanthos L.,BSI_ONLY
PLANT-0976,BSI,809,Glinus lotoides L.,MATCHED
PLANT-0976,NMPB,445,Glinus lotoides L.,MATCHED
PLANT-0977,BSI,810,Glinus oppositifolius (L.) A.DC.,MATCHED
PLANT-0977,NMPB,446,Glinus oppositifolius (L.) A.DC.,MATCHED
PLANT-0978,BSI,811,Glochidion hohenackeri Bedd.,BSI_ONLY
PLANT-0979,BSI,812,Glochidion zeylanicum (Gaertn.) A.Juss.,BSI_ONLY
PLANT-0980,BSI,813,Gloriosa superba L.,MATCHED
PLANT-0980,NMPB,447,Gloriosa superba L.,MATCHED
PLANT-0981,NMPB,448,Glossocardia bosvallea (L.f.) DC.,NMPB_ONLY
PLANT-0982,BSI,814,Glossocardia bosvallia (L.f.) DC.,BSI_ONLY
PLANT-0983,BSI,815,Glossogyne bidens (Retz.) Alston,BSI_ONLY
PLANT-0984,BSI,816,Glycine max (L.) Merr.,BSI_ONLY
PLANT-0985,BSI,817,Glycirrhiza glabra L.,BSI_ONLY
PLANT-0986,BSI,818,Glycosmis arborea (Roxb.) DC.,MATCHED
PLANT-0986,NMPB,449,Glycosmis arborea (Roxb.) DC.,MATCHED
PLANT-0987,NMPB,450,Glycyrrhiza glabra L.,NMPB_ONLY
PLANT-0988,NMPB,451,Glycyrrhiza uralensis DC.,NMPB_ONLY
PLANT-0989,BSI,819,Gmelina arborea Roxb.,MATCHED
PLANT-0989,NMPB,452,Gmelina arborea Roxb.,MATCHED
PLANT-0990,BSI,820,Gmelina asiatica L.,MATCHED
PLANT-0990,NMPB,453,Gmelina asiatica L.,MATCHED
PLANT-0991,BSI,821,Gnaphalium luteo-album L.,BSI_ONLY
PLANT-0992,BSI,822,Gnidia glauca (Fresen.) Gilg.,BSI_ONLY
PLANT-0993,BSI,823,Gordonia obtusa Wall. ex Wight & Arn.,BSI_ONLY
PLANT-0994,BSI,824,Gossypium arboreum L.,MATCHED
PLANT-0994,NMPB,454,Gossypium arboreum L.,MATCHED
PLANT-0995,BSI,825,Gossypium herbaceum L.,MATCHED
PLANT-0995,NMPB,455,Gossypium herbaceum L.,MATCHED
PLANT-0996,NMPB,456,Gossypium hirsutum L.,NMPB_ONLY
PLANT-0997,BSI,826,Gouania leptostachya DC.,BSI_ONLY
PLANT-0998,NMPB,457,Gouania microcarpa DC.,NMPB_ONLY
PLANT-0999,NMPB,458,Grewia elastica Royle; [= Grewia asiatica L. var. vestita Mast.],NMPB_ONLY
PLANT-1000,BSI,827,Grewia hirsuta Vahl,BSI_ONLY
PLANT-1001,NMPB,460,Grewia microcos L.,NMPB_ONLY
PLANT-1002,BSI,828,Grewia sclerophylla Roxb. ex G.Don,BSI_ONLY
PLANT-1003,BSI,829,Grewia subinaequalis DC.,MATCHED
PLANT-1003,NMPB,459,Grewia subinaequalis DC.,MATCHED
PLANT-1004,BSI,830,Grewia tenax (Forsk.) Fiori,BSI_ONLY
PLANT-1005,BSI,831,Grewia tiliifolia Vahl,BSI_ONLY
PLANT-1006,BSI,832,Grewia villosa Willd,BSI_ONLY
PLANT-1007,BSI,833,Guaiacum officinale L.,BSI_ONLY
PLANT-1008,BSI,834,Guazuma ulmifolia Lam.,BSI_ONLY
PLANT-1009,BSI,835,Guettarda speciosa L.,BSI_ONLY
PLANT-1010,BSI,836,Gymnema sylvestre (Retz.) Schult.,MATCHED
PLANT-1010,NMPB,461,Gymnema sylvestre (Retz.) Schult.,MATCHED
PLANT-1011,BSI,837,Gymnopetalum cochinchinensis (Lour.) Kurz,BSI_ONLY
PLANT-1012,BSI,838,Gymnostachyum febrifugum Benth.,BSI_ONLY
PLANT-1013,BSI,839,Gynocardia odorata R.Br.,BSI_ONLY
PLANT-1014,BSI,840,Habenaria commelinifolia (Roxb.) Wall. ex Lindl.,BSI_ONLY
PLANT-1015,NMPB,462,Habenaria edgeworthii Hook.f.,NMPB_ONLY
PLANT-1016,BSI,841,Haematoxylum campechianum L.,BSI_ONLY
PLANT-1017,BSI,842,Haldina cordifolia (Rioxb.) Ridsdale,BSI_ONLY
PLANT-1018,BSI,843,Haloxylon griffithii DC.,BSI_ONLY
PLANT-1019,BSI,844,Haloxylon recurvum (Moq.) Bunge ex. Boiss.,BSI_ONLY
PLANT-1020,BSI,845,Haloxylon salicornicum(Moq.) Bunge ex. Boiss.,BSI_ONLY
PLANT-1021,BSI,846,Haplanthus tentaculatus Nees,BSI_ONLY
PLANT-1022,BSI,847,Haplanthus vericillatus Nees,BSI_ONLY
PLANT-1023,BSI,848,Harpullia arborea (Blanco) Radlk.,BSI_ONLY
PLANT-1024,NMPB,463,Hedychium acuminatum Roscoe,NMPB_ONLY
PLANT-1025,BSI,849,Hedychium coronarium Koenig. ex Retz.,MATCHED
PLANT-1025,NMPB,464,Hedychium coronarium Koenig. ex Retz.,MATCHED
PLANT-1026,NMPB,465,Hedychium spicatum Sm.; [ = Oldenlandia corymbosa L.],NMPB_ONLY
PLANT-1027,NMPB,466,Hedyotis corymbosa (L.) Lam.,NMPB_ONLY
PLANT-1028,NMPB,467,Hedyotis herbacea L.,NMPB_ONLY
PLANT-1029,NMPB,468,Hedyotis puberula (G.Don) Arn.; [ = Oldenlandia umbellata L.],NMPB_ONLY
PLANT-1030,BSI,850,Hedyotis scandens Roxb. ex D.Don,BSI_ONLY
PLANT-1031,BSI,851,Hedyotis umbellata (L.) Lam.,BSI_ONLY
PLANT-1032,BSI,852,Hedyotis verticillata (L.) Lam.,BSI_ONLY
PLANT-1033,BSI,853,Helianthus annuus L.,MATCHED
PLANT-1033,NMPB,469,Helianthus annuus L.,MATCHED
PLANT-1034,BSI,854,Helianthus tuberosus L.,BSI_ONLY
PLANT-1035,BSI,855,Helicteres isora L.,MATCHED
PLANT-1035,NMPB,470,Helicteres isora L.,MATCHED
PLANT-1036,BSI,856,Heliotropium bacciferum Forsk.,BSI_ONLY
PLANT-1037,BSI,857,Heliotropium curassavicum L.,BSI_ONLY
PLANT-1038,BSI,858,Heliotropium ellipticum Ledeb.,BSI_ONLY
PLANT-1039,BSI,859,Heliotropium indicum L.,MATCHED
PLANT-1039,NMPB,471,Heliotropium indicum L.,MATCHED
PLANT-1040,BSI,860,Heliotropium ovalifolium Forsk.,BSI_ONLY
PLANT-1041,BSI,861,Heliotropium strigosum Willd.,BSI_ONLY
PLANT-1042,NMPB,472,Helleborus niger L.,NMPB_ONLY
PLANT-1043,BSI,862,Hemerocallis fulva L.,BSI_ONLY
PLANT-1044,BSI,863,Hemidesmus indicus (L.) R.Br.,MATCHED
PLANT-1044,NMPB,473,Hemidesmus indicus (L.) R.Br.,MATCHED
PLANT-1045,NMPB,474,Hemionitis arifolia (Burm.) Moore,NMPB_ONLY
PLANT-1046,NMPB,475,Heracleum candolleanum (Wight &,NMPB_ONLY
PLANT-1047,BSI,864,Heracleum lanatum Michx.,MATCHED
PLANT-1047,NMPB,476,Heracleum lanatum Michx.,MATCHED
PLANT-1048,NMPB,477,Heracleum rigens DC.,NMPB_ONLY
PLANT-1049,BSI,865,Heritiera littoralis L.,BSI_ONLY
PLANT-1050,BSI,866,Herniaria glabra L.,BSI_ONLY
PLANT-1051,BSI,867,Herniaria hirsuta L.,BSI_ONLY
PLANT-1052,BSI,868,Heterophragma quadriloculare (Roxb.) Schum.,BSI_ONLY
PLANT-1053,BSI,869,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,BSI_ONLY
PLANT-1054,BSI,870,Hibiscus cannabinus L.,BSI_ONLY
PLANT-1055,BSI,871,Hibiscus furcatus Willd.,BSI_ONLY
PLANT-1056,BSI,872,Hibiscus mutabilis L.,BSI_ONLY
PLANT-1057,BSI,873,Hibiscus ovalifolius (Forsk.) Vahl,BSI_ONLY
PLANT-1058,BSI,874,Hibiscus rosa-sinensis L.,MATCHED
PLANT-1058,NMPB,478,Hibiscus rosa-sinensis L.,MATCHED
PLANT-1059,BSI,875,Hibiscus sabdariffa L.,BSI_ONLY
PLANT-1060,BSI,876,Hibiscus surattensis L.,MATCHED
PLANT-1060,NMPB,479,Hibiscus surattensis L.,MATCHED
PLANT-1061,BSI,877,Hibiscus syriacus L.,BSI_ONLY
PLANT-1062,BSI,878,Hibiscus tiliaceus L.,MATCHED
PLANT-1062,NMPB,480,Hibiscus tiliaceus L.,MATCHED
PLANT-1063,BSI,879,Hibiscus trionum L.,BSI_ONLY
PLANT-1064,BSI,880,Hieracium vulgatum Fr.,BSI_ONLY
PLANT-1065,BSI,881,Hierochloe laxa R.Br.,BSI_ONLY
PLANT-1066,BSI,882,Hippohae tibetana Schlecht.,BSI_ONLY
PLANT-1067,NMPB,481,Hippophae rhamnoides L.,NMPB_ONLY
PLANT-1068,NMPB,482,Hippophae salicifolia D.Don,NMPB_ONLY
PLANT-1069,BSI,883,Hiptage benghalensis (L.) Kurz,BSI_ONLY
PLANT-1070,BSI,884,Holarrhena antudysentrica (Roth) DC.,BSI_ONLY
PLANT-1071,BSI,886,Holarrhena mitis R.Br.,BSI_ONLY
PLANT-1072,NMPB,483,Holarrhena pubescens (Buch.-Ham.),NMPB_ONLY
PLANT-1073,BSI,887,Holigrana arnottiana Hook.f.,BSI_ONLY
PLANT-1074,BSI,888,Holigrana longifolia Buch.-Ham. ex Roxb.,BSI_ONLY
PLANT-1075,BSI,889,Holoptelea integrifolia (Roxb.) Planch,MATCHED
PLANT-1075,NMPB,484,Holoptelea integrifolia (Roxb.) Planch,MATCHED
PLANT-1076,BSI,890,Holostemma ada-kodien Schult.,MATCHED
PLANT-1076,NMPB,485,Holostemma ada-kodien Schult.,MATCHED
PLANT-1077,BSI,891,Holostemma rheedii Wall.,BSI_ONLY
PLANT-1078,BSI,892,Holosteum umbellatum L.,BSI_ONLY
PLANT-1079,BSI,893,Homalomena aromatica Schott,BSI_ONLY
PLANT-1080,NMPB,486,Homonoia riparia Lour.,NMPB_ONLY
PLANT-1081,BSI,894,Homonoia riperia Lour.,BSI_ONLY
PLANT-1082,BSI,895,Hopea odorata Roxb.,BSI_ONLY
PLANT-1083,BSI,896,Hoppea dichotoma Hayne ex Willd.,BSI_ONLY
PLANT-1084,BSI,897,Hordeum vulgare L.,MATCHED
PLANT-1084,NMPB,487,Hordeum vulgare L.,MATCHED
PLANT-1085,BSI,898,Horsfieldia irya (Gaertn.) Warb.,BSI_ONLY
PLANT-1086,BSI,899,Horsfieldia kingii (Hook.f.) Warb.,BSI_ONLY
PLANT-1087,BSI,900,Houttuynia cordata Thunb.,BSI_ONLY
PLANT-1088,BSI,901,Hovenia acerba Lindl.,BSI_ONLY
PLANT-1089,BSI,902,Hugonia mystax L.,MATCHED
PLANT-1089,NMPB,488,Hugonia mystax L.,MATCHED
PLANT-1090,BSI,903,Humboldtia vahliana Wight,BSI_ONLY
PLANT-1091,BSI,904,Hura crepitans L.,BSI_ONLY
PLANT-1092,BSI,905,Hybanthus enneaspermus (L.) F.Muell.,MATCHED
PLANT-1092,NMPB,489,Hybanthus enneaspermus (L.) F.Muell.,MATCHED
PLANT-1093,BSI,906,Hydnocarpus kurzii (King) Warb.,MATCHED
PLANT-1093,NMPB,490,Hydnocarpus kurzii (King) Warb.,MATCHED
PLANT-1094,BSI,907,Hydnocarpus pentandra (Buch.-Ham.) Oken,BSI_ONLY
PLANT-1095,NMPB,491,Hydnocarpus pentandrus,NMPB_ONLY
PLANT-1096,BSI,908,Hydrangea aspera Buch.-Ham ex. D.Don,BSI_ONLY
PLANT-1097,BSI,909,Hydrangea macrophylla (Thunb.) Ser.,BSI_ONLY
PLANT-1098,BSI,910,Hydrocharis dubia (Blume) Backer,BSI_ONLY
PLANT-1099,BSI,911,Hydrocotyl javanica Thunb.,BSI_ONLY
PLANT-1100,BSI,912,Hydrocotyl sibthorpioides Lam.,BSI_ONLY
PLANT-1101,NMPB,492,Hydrocotyle javanica Thunb.,NMPB_ONLY
PLANT-1102,BSI,913,Hydrolea zeylanica Vahl,BSI_ONLY
PLANT-1103,BSI,914,Hygrophila auriculata (K. Schum.) Heine,BSI_ONLY
PLANT-1104,BSI,915,Hygrophila salicifolia (Vahl) Nees,BSI_ONLY
PLANT-1105,NMPB,493,Hygrophila schulli (Buch.-Ham.); [= H. auriculata (Schumach.) Heine;,NMPB_ONLY
PLANT-1106,BSI,916,Hygroryza aristata (Retz.) Nees ex Wight & Arn.,MATCHED
PLANT-1106,NMPB,494,Hygroryza aristata (Retz.) Nees ex Wight & Arn.,MATCHED
PLANT-1107,NMPB,495,Hymenodictyon excelsum (Roxb.) Wall.,NMPB_ONLY
PLANT-1108,BSI,917,Hymenodictyon orixense (Roxb.) Mabberley,BSI_ONLY
PLANT-1109,NMPB,496,Hyoscyamus muticus L.,NMPB_ONLY
PLANT-1110,BSI,918,Hyoscyamus niger L.,MATCHED
PLANT-1110,NMPB,497,Hyoscyamus niger L.,MATCHED
PLANT-1111,BSI,919,Hypericum laxum (Blume) Koidzumi,BSI_ONLY
PLANT-1112,BSI,920,Hypericum perforatum L.,MATCHED
PLANT-1112,NMPB,498,Hypericum perforatum L.,MATCHED
PLANT-1113,BSI,921,Hypericum uralum Buch.- Ham. ex D.Don,BSI_ONLY
PLANT-1114,BSI,922,Hypoxis aurea Lour.,BSI_ONLY
PLANT-1115,BSI,923,Hyptis capitata Jacq.,BSI_ONLY
PLANT-1116,BSI,924,Hyptis suaveolens (L.) Poit.,BSI_ONLY
PLANT-1117,BSI,925,Hyssopus officinalis Lam.,MATCHED
PLANT-1117,NMPB,499,Hyssopus officinalis Lam.,MATCHED
PLANT-1118,BSI,926,Iberis amara L.,BSI_ONLY
PLANT-1119,BSI,927,Ichnocarpus frutescens R.Br.,MATCHED
PLANT-1119,NMPB,500,Ichnocarpus frutescens R.Br.,MATCHED
PLANT-1120,BSI,928,Ilex paraguariensis A.St.-Hil.,BSI_ONLY
PLANT-1121,NMPB,501,Illicium griffithii Hook.f. & Thomson,NMPB_ONLY
PLANT-1122,NMPB,502,Illicium verum Hook.f.,NMPB_ONLY
PLANT-1123,BSI,929,Impatiens balsamina L.,BSI_ONLY
PLANT-1124,BSI,930,Impatiens chinensis L.,BSI_ONLY
PLANT-1125,BSI,931,Impatiens tripetala Roxb. ex DC.,BSI_ONLY
PLANT-1126,NMPB,503,Imperata cylindrica (L.) Raeusch.,NMPB_ONLY
PLANT-1127,BSI,932,Indigofera aspalathoides Vahl ex DC.,BSI_ONLY
PLANT-1128,BSI,933,Indigofera astragalina DC.,BSI_ONLY
PLANT-1129,BSI,934,Indigofera cassioides Rottl. ex DC.,BSI_ONLY
PLANT-1130,BSI,935,Indigofera coerulea Roxb.,BSI_ONLY
PLANT-1131,BSI,936,Indigofera glabra L.,BSI_ONLY
