S_No,Scientific_Name,Family,Common_Name,Herbarium_Uses_URL,source_file
700,Euphorbia pilosa L.,EUPHORBIACEAE,Chounpalu (Chinese),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008936&column=szBarcode,BSI_Medicinal_Plant_Database (6).csv
701,Euphorbia rosea Retz.,EUPHORBIACEAE,Chinnamman paccharisi (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008950&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
702,Euphorbia royleana Boiss.,EUPHORBIACEAE,"Thor, Shakarpitan",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008932&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
703,Euphorbia thymifolia L.,EUPHORBIACEAE,Choti-dudhi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008941&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
704,Euphorbia tirucalli L.,EUPHORBIACEAE,Konpal sehund,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008930&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
705,Euphorbia antiquorum L.,EUPHORBIACEAE,Tredhara sehund,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008934&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
706,Euphorbia dracunculoides Lam.,EUPHORBIACEAE,Chagulputputi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008935&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
707,Euphorbia fusiformis Buch.-Ham. ex D. Don,EUPHORBIACEAE,"Banmuli, Khargoni (Local names)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008947&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
708,Euphorbia granulata Forsk.,EUPHORBIACEAE,Kanthaarak (Santali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008942&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
709,Euphorbia helioscopia L.,EUPHORBIACEAE,"Hirruseeah, Mahabi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008938&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
710,Euphorbia hirta L.,EUPHORBIACEAE,Dudhia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008949&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
711,Euphorbia hypericifolia L.,EUPHORBIACEAE,Hakshardana,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008940&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
712,Euphorbia nivulea Buch.-Ham.,EUPHORBIACEAE,Katathohar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008945&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
713,Euphorbia thomsoniana Boiss.,EUPHORBIACEAE,Hirtiz (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008931&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
714,Euphrasia officinalis L.,SCROPHULARIACEAE,Eyebright (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009670&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
715,Euploca strigosa (Willd.) Diane & Hilger,BORAGINACEAE,"Chitiphal, Safed bhangra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009730&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
716,Euryale ferox Salisb.,NYMPHAEACEAE,Makhana,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003781&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
717,Eurycoma longifolia Jack,SIMAROUBACEAE,Tongkat ali (Malay),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013480&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
718,Evodia lunu-ankenda (Gaertn.) Merr.,RUTACEAE,Kanalei (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009971&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
719,Evolvulus alsinoides (L.) L.,CONVOLVULACEAE,"Shyamakranta, Sankhahuli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009700&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
720,Exacum bicolor Roxb.,GENTIANACEAE,Baracharayata,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013569&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
721,Exacum pedunculatum L.,GENTIANACEAE,Kana poondu (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013568&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
722,Exacum tetragonum Roxb.,GENTIANACEAE,Bara-charayata,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013570&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
723,Excoecaria acerifolia Didr.,EUPHORBIACEAE,Basingh,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008980&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
724,Excoecaria agallocha L.,EUPHORBIACEAE,Gengwa (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008979&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
725,Fagonia cretica L.,ZYGOPHYLLACEAE,Ustarkhar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013459&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
726,Fagopyrum dibotrys (D. Don) Hara,POLYGONACEAE,"Ban ogal, Kanjolya",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009911&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
727,Fagopyrum esculentum Moench.,POLYGONACEAE,"Kotu, Phaphra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009912&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
728,Fagopyrum tataricum (L.) Gaertn.,POLYGONACEAE,Kaspat,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008877&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
729,Fagraea racemosa Jack,LOGANIACEAE,Thithpaloo (Burma),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013559&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
730,Farsetia hamiltonii Royle,BRASSICACEAE,Faridbuti (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003761&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
731,Farsetia jacquemontii Hook.f. & Thomson,BRASSICACEAE,Faridbuti (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003759&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
732,Ferula asa-foetida L.,APIACEAE,Hing,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013746&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
733,Ferula galbaniflua Boiss. ex Buhse,APIACEAE,Galbanum,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013986&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
734,Ferula jaeschkeana Vatke,APIACEAE,"Hingupatri, Hingu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013749&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
735,Ferula narthex Boiss.,APIACEAE,"Hing, Inguva (Tel.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013748&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
736,Ficus amplissima Sm.,MORACEAE,Jari,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009757&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
737,Ficus arnottiana (Miq.) Miq.,MORACEAE,Paraspipal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009755&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
738,Ficus benghalensis L.,MORACEAE,"Bar, Bargad",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009749&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
739,Ficus benjamina L.,MORACEAE,Pukar (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009751&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
740,Ficus carica L.,MORACEAE,Anjir,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009765&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
741,Ficus dalhousiae Miq.,MORACEAE,Somavalkhom (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009750&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
742,Ficus exasperata Vahl,MORACEAE,Kalmnor,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009760&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
743,Ficus fistulosa Reinw.,MORACEAE,Kalapong (Khasi Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009761&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
744,Ficus heterophylla L.f.,MORACEAE,Trayamana (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009758&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
745,Ficus hispida L.f.,MORACEAE,"Daduri, Dagurin",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009764&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
746,Ficus microcarpa L.f.,MORACEAE,Kamrup,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009752&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
747,Ficus palmata Forsk.,MORACEAE,"Anjiri, Bedu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009763&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
748,Ficus racemosa L.,MORACEAE,"Gular, Umar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009766&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
749,Ficus religiosa L.,MORACEAE,"Pipal, Pipli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009754&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
750,Ficus ribes Reinw. ex Blume,MORACEAE,Chhota Jangli Anjur,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000006537&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
751,Ficus rumphii Blume,MORACEAE,"Gagjaira, Ganja",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009756&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
752,Ficus semicordata Buch.-Ham. ex Sm.,MORACEAE,"Jharphali, Khain",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009762&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
753,Ficus talbotii King,MORACEAE,Plaksha (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009753&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
754,Ficus tinctoria G.Forst.,MORACEAE,Udumber (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009903&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
755,Ficus virens Aiton,MORACEAE,"Pakad, Pakur (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009759&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
756,Fimbristylis falcata (Vahl) Kunth,CYPERACEAE,West Indian Fimbry (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003228&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
757,Flacourtia indica (Burm.f.) Merr.,FLACOURTIACEAE,"Gargugal, Kakai (Local names)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003723&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
758,Flacourtia jangomas (Lour.) Raeusch.,FLACOURTIACEAE,Paniala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003722&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
759,Flagellaria indica L.,FLAGELLARIACEAE,Bomugra (Oriya),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003072&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
760,Flemingia chappar Buch.-Ham. ex Benth.,FABACEAE,Salpan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003621&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
761,Flemingia macrophylla (Willd.) Prain ex Merill.,FABACEAE,"Bara-salpan, Bhalia",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003622&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
762,Flemingia nana Roxb.,FABACEAE,"Bara-salpan, Bhalia",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003614&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
763,Flemingia strobilifera (L.) W.T.Aiton,FABACEAE,Kussunt,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003617&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
764,Flemingia tuberosa Dalzell,FABACEAE,Birmova (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003615&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
765,Foeniculum vulgare Mill.,APIACEAE,"Saunf, Sonp",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013751&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
766,Frankenia pulverulenta L.,FRANKENIACEAE,Shabnami (Urdu),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003832&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
767,Fraxinus floribunda Wall. ex Roxb.,OLEACEAE,Dieng-lavmaheg (Khasi hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009239&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
768,Fraxinus hookeri Wenz.,OLEACEAE,Kum (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009236&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
769,Fraxinus ornus L.,OLEACEAE,Shirkhist,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009237&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
770,Fritillaria cirrhosa D.Don,LILIACEAE,Shothkar (Local name),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003077&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
771,Fritillaria imperialis L.,LILIACEAE,Crown Imperial (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003079&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
772,Fucus vesiculosus L.,FUCACEAE,Bladder wrack (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003906&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
773,Fumaria indica (Hausskn.) Pugsley,FUMARIACEAE,"Pitpara, Shahterah",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003767&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
774,Fumaria parviflora Lam.,FUMARIACEAE,"Pitpara, Shahterah",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003768&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
775,Galeopsis tetrahit L.,LAMIACEAE,Common Hempnettle (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008892&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
776,Galium aparine L.,RUBIACEAE,"Cleavers, Goose grass (Eng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013585&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
777,Galium elegans Wall.,RUBIACEAE,Lahare kuro (Nep.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013588&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
778,Galium verum L.,RUBIACEAE,Cheese Rennet (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013587&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
779,Garcinia cambogia (Gaertn.) Desr.,CLUSIACEAE,Dharambe (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003812&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
780,Garcinia cowa Roxb.,CLUSIACEAE,Cowa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003813&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
781,Garcinia indica (Dupetit- Thouars) Chois.,CLUSIACEAE,Kokam,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003814&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
782,Garcinia mangostana L.,CLUSIACEAE,"Mangustan, Mangusta",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003807&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
783,Garcinia morella (Gaertn.) Desr.,CLUSIACEAE,Tamal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003810&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
784,Garcinia pedunculata Roxb.,CLUSIACEAE,Tikul (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003811&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
785,Garcinia tinctoria (DC.) W.Wight,CLUSIACEAE,"Dampel, Tamal",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003809&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
786,Gardenia campanulata Roxb.,RUBIACEAE,Bitmara (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013598&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
787,Gardenia gummifera L.f.,RUBIACEAE,Dikamali,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013599&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
788,Gardenia jasminoides J.Ellis,RUBIACEAE,Gandharaj,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013600&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
789,Gardenia resinifera Roth,RUBIACEAE,Dikamali,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013603&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
790,Gardenia turgida Roxb.,RUBIACEAE,"Thanella, Ghurgia",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013601&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
791,Garuga pinnata Roxb.,BURSERACEAE,"Kharpat, Ghogar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009882&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
792,Gaultheria fragrantissima Wall.,ERICACEAE,Kalomba (Lepcha),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009233&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
793,Gelonium multiflorum A.Juss.,EUPHORBIACEAE,Ban naringa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008977&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
794,Geranium lucidum L.,GERANIACEAE,Shining cranesbill (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009978&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
795,Geranium mascatense Boiss.,GERANIACEAE,Ragatageri (Nepali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009980&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
796,Geranium molle L.,GERANIACEAE,Awnless Geranium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009979&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
797,Geranium nepalense L.,GERANIACEAE,Bhand,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013451&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
798,Geranium nepalense Sweet,GERANIACEAE,Bhanda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009986&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
799,Geranium pusillum Burm.f.,GERANIACEAE,Small Geranium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009983&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
800,Geranium robertianum L.,GERANIACEAE,Herb-Robert Geranium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009982&column=szBarcode,BSI_Medicinal_Plant_Database (7).csv
801,Geranium rotundifolium L.,GERANIACEAE,Round-leaved crane's bill (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009984&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
802,Geranium wallichianum D.Don ex Sweet,GERANIACEAE,Laljhari (U.P. & Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013452&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
803,Gerbera piloselloides (L.) Cass.,ASTERACEAE,Hawkweed Gerbera Daisy (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013690&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
804,Geum elatum Wall. ex. G.Don,ROSACEAE,Gogjemul (Kash.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013727&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
805,Girardinia diversifolia (Link.) Friis,URTICACEAE,Allo Sisnu (Nepali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009010&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
806,Gironniera cuspidata (Blume) Planch. ex Kurz,ULMACEAE,Koditani (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009004&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
807,Gisekia pharmaceoides L.,FICOIDEAE,Balu-ka-sag,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013738&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
808,Gleditsia triacanthos L.,CAESALPINIACEAE,Common Honeylocust (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003712&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
809,Glinus lotoides L.,FICOIDEAE,Gandibudi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013185&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
810,Glinus oppositifolius (L.) A.DC.,FICOIDEAE,Jima,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013186&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
811,Glochidion hohenackeri Bedd.,EUPHORBIACEAE,Bhoma (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008963&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
812,Glochidion zeylanicum (Gaertn.) A.Juss.,EUPHORBIACEAE,Itepulla (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008961&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
813,Gloriosa superba L.,LILIACEAE,"Karihari, Languli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003074&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
814,Glossocardia bosvallia (L.f.) DC.,ASTERACEAE,Seri,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013691&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
815,Glossogyne bidens (Retz.) Alston,ASTERACEAE,Pardeshibhangro (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013692&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
816,Glycine max (L.) Merr.,FABACEAE,"Bhat, Bhatwar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003664&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
817,Glycirrhiza glabra L.,FABACEAE,"Mulhatti, Jethi-madh",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003684&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
818,Glycosmis arborea (Roxb.) DC.,RUTACEAE,Ban-nimbu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009966&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
819,Gmelina arborea Roxb.,VERBENACEAE,"Gambhar, Gumhar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009081&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
820,Gmelina asiatica L.,VERBENACEAE,"Badhara, Nag-phul",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009082&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
821,Gnaphalium luteo-album L.,ASTERACEAE,Bal raksha (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013693&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
822,Gnidia glauca (Fresen.) Gilg.,THYMELAEACEAE,Nacchinar (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009027&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
823,Gordonia obtusa Wall. ex Wight & Arn.,THEACEAE,Nagetta (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003796&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
824,Gossypium arboreum L.,MALVACEAE,"Kapas, Rui",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003874&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
825,Gossypium herbaceum L.,MALVACEAE,Levant Cotton (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003877&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
826,Gouania leptostachya DC.,RHAMNACEAE,Khanta (Oriya),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003606&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
827,Grewia hirsuta Vahl,TILIACEAE,"Kakarundah, Kukurbicha",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003845&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
828,Grewia sclerophylla Roxb. ex G.Don,TILIACEAE,Pharsia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003848&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
829,Grewia subinaequalis DC.,TILIACEAE,"Phalsa, Dhamin",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003850&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
830,Grewia tenax (Forsk.) Fiori,TILIACEAE,Achchu (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003853&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
831,Grewia tiliifolia Vahl,TILIACEAE,"Dhamni, Pharsa",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003851&column=szBarcode,BSI_Medicinal_Plant_Database (8).csv
